7.829200000000000159e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.450000000000000000e+01,1.000000000000000000e+00
7.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+01,-1.000000000000000000e+00
9.687500000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.200000000000000000e+01,1.000000000000000000e+00
8.662499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000000e+01,1.000000000000000000e+00
1.228749999999999964e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+01,-1.000000000000000000e+00
9.224999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.400000000000000000e+01,1.000000000000000000e+00
7.629199999999999982e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,-1.000000000000000000e+00
2.900000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.600000000000000000e+01,1.000000000000000000e+00
7.229199999999999626e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+01,-1.000000000000000000e+00
2.414999999999999858e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,1.000000000000000000e+00
7.895800000000000374e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.970927020387468032e+00,1.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.600000000000000000e+01,1.000000000000000000e+00
8.226670000000000016e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.300000000000000000e+01,-1.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.300000000000000000e+01,1.000000000000000000e+00
6.117499999999999716e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+01,-1.000000000000000000e+00
2.772080000000000055e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,-1.000000000000000000e+00
1.234999999999999964e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.500000000000000000e+01,1.000000000000000000e+00
7.224999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,1.000000000000000000e+00
7.924999999999999822e+00,1.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000000e+01,-1.000000000000000000e+00
7.224999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01,-1.000000000000000000e+00
5.939999999999999858e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.500000000000000000e+01,1.000000000000000000e+00
3.170799999999999841e+00,0.000000000000000000e+00,1.000000000000000000e+00,9.000000000000000000e+00,1.000000000000000000e+00
3.168329999999999913e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.344999999999999929e+01,-1.000000000000000000e+00
6.137919999999999732e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.100000000000000000e+01,1.000000000000000000e+00
2.623750000000000000e+02,1.000000000000000000e+00,3.000000000000000000e+00,4.800000000000000000e+01,-1.000000000000000000e+00
1.450000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+00
6.197919999999999874e+01,0.000000000000000000e+00,1.000000000000000000e+00,2.200000000000000000e+01,-1.000000000000000000e+00
7.224999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.250000000000000000e+01,1.000000000000000000e+00
3.050000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+01,1.000000000000000000e+00
2.167920000000000158e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.485000000000000142e+01,1.000000000000000000e+00
2.600000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+01,1.000000000000000000e+00
3.150000000000000000e+01,2.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,1.000000000000000000e+00
2.057499999999999929e+01,1.000000000000000000e+00,2.000000000000000000e+00,3.300000000000000000e+01,-1.000000000000000000e+00
2.344999999999999929e+01,1.000000000000000000e+00,2.000000000000000000e+00,2.435000000000000142e+01,-1.000000000000000000e+00
5.775000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,1.000000000000000000e+00
7.229199999999999626e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+01,1.000000000000000000e+00
8.050000000000000711e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.970927020387468032e+00,-1.000000000000000000e+00
8.662499999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.100000000000000000e+01,-1.000000000000000000e+00
9.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00
5.649580000000000268e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.639999999999999858e+01,1.000000000000000000e+00
1.341670000000000051e+01,0.000000000000000000e+00,1.000000000000000000e+00,3.900000000000000000e+01,1.000000000000000000e+00
2.655000000000000071e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.455000000000000071e+01,1.000000000000000000e+00
7.849999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.100000000000000000e+01,1.000000000000000000e+00
1.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+01,-1.000000000000000000e+00
5.255420000000000158e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01,-1.000000000000000000e+00
7.924999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.500000000000000000e+01,1.000000000000000000e+00
2.969999999999999929e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.500000000000000000e+01,1.000000000000000000e+00
7.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.970927020387468032e+00,1.000000000000000000e+00
7.629170000000000584e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+01,-1.000000000000000000e+00
1.590000000000000036e+01,0.000000000000000000e+00,2.000000000000000000e+00,3.600000000000000000e+01,-1.000000000000000000e+00
6.000000000000000000e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.400000000000000000e+01,1.000000000000000000e+00
1.503330000000000055e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.700000000000000000e+01,1.000000000000000000e+00
2.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+01,-1.000000000000000000e+00
2.630000000000000000e+02,3.000000000000000000e+00,2.000000000000000000e+00,2.800000000000000000e+01,-1.000000000000000000e+00
1.557920000000000016e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.835499298529852652e+01,1.000000000000000000e+00
2.912500000000000000e+01,4.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+01,1.000000000000000000e+00
